"Time","Source","Destination","Protocol","Length","port number","Info"
"2015-10-24 09:46:59","192.168.0.105","192.168.0.1","DNS","75","53","Standard query 0xc781  A mail.google.com"
"2015-10-24 09:46:59","192.168.0.105","192.168.0.1","DNS","79","53","Standard query 0x435e  A clients5.google.com"
"2015-10-24 09:46:59","192.168.0.105","192.168.0.1","DNS","97","53","Standard query 0x3c58  A mail-attachment.googleusercontent.com"
"2015-10-24 09:46:59","192.168.0.105","192.168.0.1","DNS","85","53","Standard query 0x779a  A lh6.googleusercontent.com"
"2015-10-24 09:46:59","192.168.0.105","192.168.0.1","DNS","75","53","Standard query 0x5ad5  A play.google.com"
"2015-10-24 09:46:59","192.168.0.105","192.168.0.1","DNS","75","53","Standard query 0x8b98  A csi.gstatic.com"
"2015-10-24 09:47:01","192.168.0.105","192.168.0.1","DNS","73","53","Standard query 0xd4b8  A www.gmail.com"
"2015-10-24 09:47:01","192.168.0.105","192.168.0.1","DNS","84","53","Standard query 0xa139  A ssl.google-analytics.com"
"2015-10-24 09:47:04","192.168.0.105","192.168.0.1","DNS","77","53","Standard query 0x43a2  A fonts.gstatic.com"
"2015-10-24 09:47:07","192.168.0.105","192.168.0.1","DNS","87","53","Standard query 0x5942  A 2542116.fls.doubleclick.net"
"2015-10-24 09:47:08","192.168.0.105","192.168.0.1","DNS","87","53","Standard query 0x79e5  A oauth.googleusercontent.com"
"2015-10-24 09:47:09","192.168.0.105","192.168.0.1","DNS","79","53","Standard query 0x161e  A accounts.google.com"
"2015-10-24 09:47:10","192.168.0.105","192.168.0.1","DNS","79","53","Standard query 0x161e  A accounts.google.com"
"2015-10-24 09:47:30","192.168.0.105","192.168.0.1","DNS","74","53","Standard query 0x6c34  A pki.google.com"
"2015-10-24 09:47:38","192.168.0.105","192.168.0.1","DNS","76","53","Standard query 0xc0f4  A go.microsoft.com"
"2015-10-24 09:47:39","192.168.0.105","192.168.0.1","DNS","99","53","Standard query 0x1ebb  A wscont.apps.microsoft.com.edgesuite.net"
"2015-10-24 09:47:41","192.168.0.105","192.168.0.1","DNS","75","53","Standard query 0xc459  A crl.godaddy.com"
"2015-10-24 09:47:54","192.168.0.105","192.168.0.1","DNS","86","53","Standard query 0x20e3  A download.windowsupdate.com"
"2015-10-24 09:47:55","192.168.0.105","192.168.0.1","DNS","78","53","Standard query 0xbdd8  A sg.update.real.com"
"2015-10-24 09:47:58","192.168.0.105","192.168.0.1","DNS","79","53","Standard query 0xcd8d  A mscrl.microsoft.com"
"2015-10-24 09:48:10","192.168.0.105","192.168.0.1","DNS","78","53","Standard query 0x97f7  A crl.globalsign.net"
"2015-10-24 09:49:41","192.168.0.105","192.168.0.1","DNS","75","53","Standard query 0x774f  A csi.gstatic.com"
"2015-10-24 09:49:41","192.168.0.105","192.168.0.1","DNS","75","53","Standard query 0xed42  A apis.google.com"
"2015-10-24 09:49:41","192.168.0.105","192.168.0.1","DNS","75","53","Standard query 0x31b8  A id.google.co.in"
"2015-10-24 09:49:41","192.168.0.105","192.168.0.1","DNS","85","53","Standard query 0xead4  A lh4.googleusercontent.com"
"2015-10-24 09:49:41","192.168.0.105","192.168.0.1","DNS","75","53","Standard query 0x9b6b  A ssl.gstatic.com"
"2015-10-24 09:49:41","192.168.0.105","192.168.0.1","DNS","74","53","Standard query 0x724b  A www.google.com"
"2015-10-24 09:49:41","192.168.0.105","192.168.0.1","DNS","75","53","Standard query 0xbac2  A www.gstatic.com"
"2015-10-24 09:49:41","192.168.0.105","192.168.0.1","DNS","79","53","Standard query 0xabcd  A clients2.google.com"
"2015-10-24 09:49:48","192.168.0.105","192.168.0.1","DNS","76","53","Standard query 0xfd81  A www.facebook.com"
"2015-10-24 09:49:49","192.168.0.105","192.168.0.1","DNS","83","53","Standard query 0xc07b  A fbstatic-a.akamaihd.net"
"2015-10-24 09:49:52","192.168.0.105","192.168.0.1","DNS","79","53","Standard query 0x13c5  A clients1.google.com"
"2015-10-24 09:50:10","192.168.0.105","192.168.0.1","DNS","79","53","Standard query 0xb527  A clients4.google.com"
"2015-10-24 09:50:50","192.168.0.105","192.168.0.1","DNS","89","53","Standard query 0xfb18  A ds.download.windowsupdate.com"
"2015-10-24 09:50:50","192.168.0.105","192.168.0.1","DNS","84","53","Standard query 0x780d  A fe2.update.microsoft.com"
"2015-10-24 09:51:24","192.168.0.105","192.168.0.1","DNS","89","53","Standard query 0x0cfa  A update-india.huaweidevice.com"
"2015-10-24 09:51:30","192.168.0.105","192.168.0.1","DNS","76","53","Standard query 0x5442  A message.real.com"
"2015-10-24 09:52:19","192.168.0.105","192.168.0.1","DNS","89","53","Standard query 0x3455  A au.download.windowsupdate.com"
"2015-10-24 09:52:19","192.168.0.105","192.168.0.1","DNS","89","53","Standard query 0x32ec  A au.download.windowsupdate.com"
